assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,0,200428,None,,0,0,0,0,0.0,573,48,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mateusz,0.0,72,37,0,0,0,0.0,591,65,421,False,0.0,587,65,0,Season-long loan to Troyes,2022-09-02T10:44:45.850835Z,40,664,44,0,0,None,0,,200428.jpg,0.0,599,65,0,0,0,Lis,0.1,420,51,False,None,0,0,u,17,20,0.0,535,39,0,2802,0,22070,0,0.0,0.0,Lis,0
0,3,485,None,None,4,0.12,456350,None,,0,0,-1,1,10.0,452,9,None,,0,1,-1.0,-1.0,0,0.05,0.0,0.05,0.0,0.00,46.75,1.46,0.0,Gavin,0.0,300,67,56,1.75,0,64.2,236,15,422,False,633.0,70,15,2880,,None,44,526,25,0,0,None,1,,456350.jpg,2.6,205,28,0,69,2.16,Bazunu,0.6,242,38,False,None,32,1.0,a,17,20,0.0,640,68,84,100375,0,116503,0,0.0,19.1,Bazunu,0
2,5,345,100,0,3,0.14,477386,None,,0,0,0,0,76.4,332,111,None,,1,2,0.0,0.0,0,0.44,0.02,1.49,0.07,1.05,35.93,1.72,0.05,Armel,0.0,383,201,39,1.87,0,60.6,250,79,423,False,422.4,155,55,1881,,2023-05-08T22:00:08.315762Z,45,414,84,0,0,None,0,,477386.jpg,2.0,321,121,0,0,0.0,Bella-Kotchap,0.2,397,151,False,None,24,1.15,a,17,20,105.0,275,79,49,50406,0,51582,0,0.0,10.9,Bella-Kotchap,4
0,0,0,None,None,0,0,20310,None,,0,0,-2,2,0.0,520,15,None,,0,1,-1.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Willy,0.0,4,3,0,0,0,0.0,547,41,424,False,0.0,543,41,0,,None,38,761,78,0,0,None,0,,20310.jpg,0.0,555,41,0,0,0,Caballero,0.9,203,31,False,None,0,0,a,17,20,0.0,479,5,0,55858,0,79421,0,0.0,0.0,Caballero,0
0,3,161,None,None,1,0.07,193204,None,,0,0,-5,5,137.1,241,145,None,,0,3,-0.5,-1.0,0,0.44,0.03,1.98,0.14,1.54,17.11,1.26,0.11,Joe,0.0,573,222,24,1.77,2,71.5,217,107,512,False,209.6,305,127,1219,,None,50,196,111,0,0,None,0,,193204.jpg,2.2,278,107,0,0,0.0,Ayodele-Aribo,0.3,344,118,False,None,13,0.96,a,17,20,366.0,105,65,46,58248,0,98285,0,0.0,9.2,Aribo,2
2,0,90,None,None,0,0.0,476888,None,,0,0,-2,2,77.5,330,49,None,,0,4,-0.8,-1.0,0,0.31,0.05,1.33,0.22,1.02,9.39,1.57,0.17,Sékou,0.0,648,48,10,1.67,1,33.9,349,50,528,False,104.8,381,45,538,,None,53,155,51,0,0,None,0,,476888.jpg,1.5,419,52,0,0,0.0,Mara,0.1,459,67,False,None,4,0.67,a,17,20,169.0,204,48,32,24873,0,29489,0,0.0,6.0,Mara,1
0,0,28,100,0,0,0.0,515571,None,,0,0,0,0,7.8,455,162,None,,0,2,0.0,0.0,0,0.02,0.01,0.02,0.01,0.00,2.48,1.49,0.0,Juan,0.0,123,70,2,1.2,0,3.9,479,167,622,False,27.6,469,166,150,,2022-12-20T01:00:07.831260Z,40,715,224,0,0,None,0,,515571.jpg,0.8,540,179,0,0,0.0,Larios López,0.0,529,198,False,None,2,1.2,a,17,20,4.0,457,169,4,10523,0,10087,0,0.0,1.0,Larios,0
0,2,182,100,100,1,0.1,173271,None,,0,0,-1,1,16.2,432,153,None,,0,2,-1.0,-1.0,0,0.14,0.01,0.97,0.09,0.83,15.36,1.47,0.08,Duje,0.0,269,156,15,1.43,1,34.9,346,123,623,False,262.4,268,102,942,,2022-09-02T14:30:07.236054Z,44,495,103,0,0,None,0,,173271.jpg,2.2,272,99,0,0,0.0,Caleta-Car,0.0,552,203,False,None,9,0.86,a,17,20,69.0,327,108,28,5818,0,5207,0,0.0,6.4,Caleta-Car,2
0,0,82,100,0,1,0.16,490503,None,,0,0,-4,4,110.3,280,157,None,,0,3,0.0,0.0,0,0.43,0.07,1.31,0.21,0.88,7.27,1.18,0.14,Samuel,0.0,454,142,9,1.46,0,33.2,355,157,624,False,89.2,401,171,554,,2023-05-24T21:30:09.699504Z,46,340,203,0,0,None,0,,490503.jpg,1.4,434,189,0,0,0.0,Edozie,0.0,666,265,False,None,5,0.81,a,17,20,133.0,236,131,23,2987,0,2664,0,0.0,5.0,Edozie,0
0,0,0,0,0,0,0,476161,None,,0,0,0,0,0.0,707,292,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,382,94,0,0,0,0.0,712,290,647,False,0.0,708,287,0,Season-long loan to Eastleigh,2023-01-31T23:20:21.022106Z,45,413,234,0,0,None,0,,476161.jpg,0.0,718,296,0,0,0,Payne,0.0,744,311,False,None,0,0,u,17,20,0.0,690,283,0,489,0,493,0,0.0,0.0,Payne,0
0,0,0,0,0,0,0,447372,None,,0,0,0,0,0.0,693,285,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,363,83,0,0,0,0.0,698,283,648,False,0.0,694,280,0,Season-long loan to Crewe Alexandra,2023-01-20T13:09:13.770783Z,45,394,223,0,0,None,0,,447372.jpg,0.0,704,289,0,0,0,Finnigan,0.0,745,312,False,None,0,0,u,17,20,0.0,674,274,0,565,0,544,0,0.0,0.0,Finnigan,0
0,0,0,0,0,0,0,493736,None,,0,0,0,0,0.0,716,82,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jimmy,0.0,399,21,0,0,0,0.0,721,83,671,False,0.0,719,82,0,Transferred to Chelsea,2023-05-21T09:54:38.870195Z,45,430,82,0,0,None,0,,493736.jpg,0.0,728,83,0,0,0,Morgan,0.0,564,73,False,None,0,0,u,17,20,0.0,702,82,0,7663,0,5975,0,0.0,0.0,Morgan,0
0,0,4,100,100,0,0.0,81205,None,,0,0,-4,4,0.3,507,249,None,,0,3,-1.0,-1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Mislav,0.0,599,236,0,0.0,0,0.2,537,245,692,False,2.0,524,239,6,,2023-04-14T14:00:10.233553Z,51,169,95,0,0,None,0,,81205.jpg,1.0,529,247,0,0,0.0,Orsic,0.0,675,269,False,None,0,0.0,a,17,20,0.0,761,331,1,4508,0,4055,0,0.0,0.2,Orsic,0
2,4,155,100,100,0,0.0,502697,None,,0,0,0,0,87.2,316,170,None,,0,3,2.0,-1.0,5,0.71,0.06,2.47,0.21,1.76,22.83,2.01,0.15,Carlos,0.0,593,232,25,2.2,4,52.2,277,124,693,False,238.4,281,119,1024,,2023-03-04T21:30:09.335228Z,50,216,121,0,0,None,0,,502697.jpg,3.1,145,59,0,0,0.0,Alcaraz,0.0,549,215,False,None,13,1.14,a,17,20,199.0,186,113,55,12588,0,8774,0,0.0,11.0,Alcaraz,3
0,0,51,None,None,0,0.0,184386,None,,0,0,0,0,66.2,348,118,None,,0,2,-1.0,-1.0,0,0.31,0.08,0.34,0.09,0.03,9.23,2.27,0.01,James,0.0,331,188,12,2.95,0,14.0,432,154,716,False,63.8,429,159,366,,None,45,362,71,0,0,None,0,,184386.jpg,0.8,543,181,0,0,0.0,Bree,0.0,662,239,False,None,4,0.98,a,17,20,11.0,437,160,4,1423,0,1156,0,0.0,0.9,Bree,1
1,3,133,None,None,3,0.28,504783,None,,0,0,-1,1,187.3,188,117,None,,1,3,1.2,-1.0,14,1.01,0.09,2.77,0.26,1.76,18.24,1.71,0.17,Kamaldeen,0.0,558,214,20,1.88,2,57.6,262,120,731,False,176.6,328,136,959,,None,49,254,149,0,0,None,0,,504783.jpg,2.5,231,88,0,0,0.0,Sulemana,0.0,670,266,False,None,10,0.94,a,17,20,212.0,178,107,45,3586,0,2841,0,0.0,9.2,Kamaldeen,1
0,0,23,100,75,1,0.22,147611,None,,0,0,-2,2,52.8,369,52,None,,0,4,-0.1,-0.8,0,0.07,0.02,1.33,0.3,1.26,6.08,1.36,0.28,Paul,0.0,635,44,7,1.57,0,20.6,406,52,732,False,30.2,466,58,401,,2023-05-26T15:00:13.029750Z,53,142,47,0,0,None,0,,147611.jpg,1.3,456,60,0,0,0.0,Onuachu,0.0,643,86,False,None,4,0.9,a,17,20,126.0,244,51,14,8607,0,7227,0,0.0,2.6,Onuachu,0
0,0,1,None,None,0,0.0,494541,None,,0,0,0,0,0.3,505,247,None,,0,3,0.4,-1.0,0,0.00,0.0,0.00,0.0,0.00,0.31,4.65,0.0,Kamari,0.0,400,105,0,0.0,0,0.0,722,298,769,False,0.0,720,297,6,,None,45,431,245,0,0,None,0,,494541.jpg,1.0,505,228,0,0,0.0,Doyle,0.0,772,333,False,None,0,0.0,a,17,20,0.0,703,292,1,15,0,1,0,0.0,0.2,Doyle,0
0,0,4,None,None,0,0.0,494543,None,,0,0,0,0,0.6,496,66,None,,0,4,0.2,-1.0,1,0.00,0.0,0.00,0.0,0.00,1.06,3.98,0.0,Dominic,0.0,401,22,0,0.0,0,0.1,540,69,770,False,1.0,532,67,24,,None,45,432,83,0,0,None,0,,494543.jpg,1.0,506,64,0,0,0.0,Ballard,0.0,728,93,False,None,0,0.0,a,17,20,0.0,704,83,2,449,0,41,0,0.0,0.4,Ballard,0
0,0,6,None,None,0,0.0,499724,None,,0,0,0,0,10.8,449,219,None,,0,3,None,0.4,1,0.00,0.0,0.00,0.0,0.00,0.61,18.3,0.0,Samuel,0.0,405,108,0,0.0,0,1.6,502,224,778,False,5.2,508,229,3,,None,45,436,248,0,0,None,0,,499724.jpg,1.0,509,231,0,0,0.0,Amo-Ameyaw,0.0,778,338,False,None,0,0.0,a,17,20,0.0,707,294,1,0,0,0,0,0.0,0.2,Amo-Ameyaw,0
0,12,456,100,0,7,0.29,37915,None,,0,0,-1,1,0.0,770,85,None,,1,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,30.16,1.23,0.0,Hugo,0.0,649,82,39,1.59,0,54.0,272,17,425,False,540.0,103,17,2205,,2023-04-23T21:30:08.038504Z,54,116,2,1,0,None,0,,37915.jpg,3.6,93,18,0,79,3.22,Lloris,3.2,105,19,False,None,25,1.02,a,18,6,0.0,767,82,89,507423,0,748961,0,0.0,16.5,Lloris,0
0,1,222,None,None,3,0.22,40383,None,,0,0,-1,1,0.0,533,23,None,,0,1,1.8,0.0,2,0.00,0.0,0.00,0.0,0.00,19.21,1.42,0.0,Fraser,0.0,22,11,24,1.78,0,26.9,385,25,426,False,267.8,265,25,1215,,None,39,728,63,0,0,None,1,,40383.jpg,2.9,162,26,0,32,2.37,Forster,4.4,84,17,False,None,13,0.96,a,18,6,0.0,493,13,40,375757,0,469405,0,0.0,10.3,Forster,1
9,48,1008,100,100,11,0.29,78830,None,,0,0,0,0,759.6,25,2,2,,6,4,7.5,0.0,16,4.01,0.11,24.96,0.66,20.95,49.11,1.3,0.55,Harry,0.0,774,92,62,1.64,30,386.3,1,1,427,True,1342.0,2,2,3406,,2022-10-08T20:30:07.678681Z,115,4,2,0,1,1,0,,78830.jpg,6.9,4,2,0,0,0.0,Kane,32.7,6,2,False,None,38,1.0,a,18,6,1760.0,2,2,263,7381740,0,6575833,0,0.0,22.9,Kane,6
6,8,471,100,100,9,0.28,85971,1,,0,0,-5,5,852.0,17,14,1,,1,3,4.0,0.0,5,4.56,0.14,14.36,0.45,9.80,42.74,1.33,0.31,Son,0.0,775,336,55,1.72,10,250.2,16,11,428,False,732.6,39,16,2886,,2022-11-02T00:00:07.969471Z,115,5,3,0,0,3,0,,85971.jpg,4.2,44,21,0,0,0.0,Heung-min,6.4,62,21,False,None,33,1.03,a,18,6,919.0,20,10,152,1754591,0,3349584,0,0.0,13.2,Son,2
0,2,147,0,0,3,0.41,87835,None,,0,0,-4,4,110.5,278,80,None,,1,2,0.0,0.0,0,0.27,0.04,1.01,0.14,0.74,8.61,1.17,0.1,Matt,0.0,442,205,9,1.22,1,40.3,326,111,429,False,147.0,349,142,663,Contract ended,2023-01-31T23:14:10.773738Z,46,328,55,0,0,None,0,,87835.jpg,2.9,169,57,0,0,0.0,Doherty,0.3,347,128,False,None,7,0.95,u,18,6,146.0,223,46,35,198746,0,260706,0,0.0,7.6,Doherty,0
1,5,569,100,0,9,0.29,93264,None,,0,0,0,0,112.3,275,77,3,,0,2,0.0,0.0,0,0.55,0.02,2.31,0.08,1.76,43.12,1.38,0.06,Eric,0.0,563,234,52,1.66,2,100.1,133,26,430,False,653.2,65,19,2816,,2023-05-26T15:00:12.519549Z,50,186,20,0,0,None,0,,93264.jpg,2.9,173,58,0,0,0.0,Dier,4.8,80,28,False,None,31,0.99,a,18,6,235.0,161,21,96,1666908,0,1626420,0,0.0,19.2,Dier,3
0,0,55,100,100,0,0.0,95715,None,,0,0,-2,2,55.9,365,190,None,,0,3,0.5,0.0,6,0.46,0.29,1.01,0.63,0.55,2.68,1.66,0.34,Lucas,0.0,700,298,5,3.1,1,18.0,414,184,431,False,65.0,427,186,145,,2023-04-03T22:00:08.635129Z,58,76,40,0,0,None,0,,95715.jpg,1.1,467,208,1,0,0.0,Rodrigues Moura da Silva,0.2,394,139,False,None,0,0.0,a,18,6,60.0,337,168,17,14604,0,43611,0,0.0,2.9,Lucas Moura,0
3,3,470,100,100,9,0.35,115556,None,,0,0,-3,3,291.8,128,23,None,,1,2,1.8,0.0,2,1.47,0.06,2.48,0.1,1.01,26.59,1.05,0.04,Ben,0.0,467,214,33,1.3,2,89.9,160,37,432,False,434.0,149,53,2284,,2023-03-18T19:00:08.934558Z,47,305,50,0,0,None,0,,115556.jpg,3.2,133,37,0,0,0.0,Davies,1.0,187,64,False,None,26,1.02,a,18,6,172.0,203,35,99,380727,0,382888,0,0.0,21.1,Davies,4
5,10,629,100,75,10,0.29,132015,None,,0,0,-2,2,501.7,60,50,None,,2,3,1.4,0.0,0,3.13,0.09,5.15,0.15,2.02,45.05,1.29,0.06,Pierre-Emile,0.0,634,261,57,1.64,4,150.0,68,48,433,False,758.0,32,14,3131,,2023-05-20T15:30:10.632035Z,53,141,75,0,0,None,0,,132015.jpg,3.4,117,50,0,0,0.0,Højbjerg,1.8,142,51,False,None,35,1.01,a,18,6,237.0,159,95,120,805527,0,779765,0,0.0,22.6,Højbjerg,5
0,0,0,0,0,0,0,157668,None,,0,0,-1,1,0.0,650,260,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,264,46,0,0,0,0.0,659,258,434,False,0.0,654,255,0,Season-long loan to Sampdoria,2022-08-31T07:21:07.937920Z,44,490,281,0,0,None,0,,157668.jpg,0.0,666,265,0,0,0,Winks,0.5,258,85,False,None,0,0,u,18,6,0.0,625,246,0,64152,0,218770,0,0.0,0.0,Winks,0
0,1,166,None,None,2,0.21,173904,None,,0,0,-3,3,40.0,382,132,None,,0,2,0.2,0.0,2,0.20,0.02,0.85,0.09,0.65,12.76,1.35,0.07,Davinson,0.0,167,99,17,1.8,0,31.0,363,128,435,False,213.8,301,118,848,,None,42,600,161,0,0,None,0,,173904.jpg,1.6,389,138,0,0,0.0,Sánchez,0.5,263,94,False,None,8,0.85,a,18,6,56.0,340,116,28,78030,0,119576,0,0.0,6.7,Sánchez,1
1,0,121,100,0,1,0.11,184349,None,,0,0,-1,1,103.0,291,88,None,,0,2,0.0,0.0,0,1.10,0.12,2.74,0.3,1.64,10.48,1.17,0.18,Ryan,0.0,271,158,15,1.68,2,54.3,271,91,436,False,148.6,348,141,805,,2023-02-13T10:00:09.080334Z,44,497,105,0,0,None,0,,184349.jpg,2.1,290,105,0,0,0.0,Sessegnon,0.5,265,95,False,None,9,1.01,a,18,6,290.0,129,11,35,264255,0,315292,0,0.0,8.0,R.Sessegnon,4
0,0,0,0,0,0,0,194252,None,,0,0,0,0,0.0,775,337,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Steven,0.0,670,281,0,0,0,0.0,775,337,437,False,0.0,775,337,0,Transferred to Ajax,2022-07-08T11:00:04.174761Z,55,109,58,0,0,None,0,,194252.jpg,0.0,775,337,0,0,0,Bergwijn,0.0,758,323,False,None,0,0,u,18,6,0.0,775,337,0,0,0,215,0,0.0,0.0,Bergwijn,0
0,0,0,0,0,0,0,199249,None,,0,0,-3,3,0.0,631,242,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sergio,0.0,170,101,0,0,0,0.0,646,243,438,False,0.0,641,243,0,Season-long loan to Atletico Madrid,2022-08-31T07:21:07.922198Z,42,603,163,0,0,None,0,,199249.jpg,0.0,654,244,0,0,0,Reguilón,0.3,329,121,False,None,0,0,u,18,6,0.0,599,236,0,17585,0,208343,0,0.0,0.0,Reguilón,0
0,0,32,100,100,0,0.0,199584,None,,0,0,-2,2,6.2,458,163,None,,0,2,0.0,0.0,0,0.01,0.01,0.01,0.01,0.00,3.69,2.29,0.0,Japhet,0.0,12,5,5,3.1,0,3.3,487,169,439,False,27.6,468,165,145,,2023-05-13T17:30:10.099421Z,38,769,256,0,0,None,0,,199584.jpg,1.0,468,161,0,0,0.0,Tanganga,2.5,120,43,False,None,2,1.24,a,18,6,0.0,486,176,4,292992,0,420254,0,0.0,1.1,Tanganga,0
2,7,342,0,0,6,0.36,202993,None,,0,0,-2,2,180.2,198,124,None,,2,3,0.0,0.0,0,0.68,0.04,2.94,0.18,2.26,19.71,1.18,0.14,Rodrigo,0.0,640,265,24,1.44,5,90.7,159,92,440,False,489.6,122,53,1501,Knee injury - Expected back 04 Nov,2023-02-11T19:00:09.422201Z,53,147,79,0,0,None,0,,202993.jpg,3.9,65,29,0,0,0.0,Bentancur,0.3,345,119,False,None,17,1.02,i,18,6,236.0,160,96,71,106067,0,130566,0,0.0,13.4,Bentancur,8
0,1,199,100,100,4,0.24,209042,None,,0,0,-2,2,157.5,220,134,None,,0,3,2.0,0.0,2,0.41,0.02,0.70,0.04,0.29,22.65,1.37,0.02,Oliver,0.0,222,29,28,1.69,1,43.4,313,141,441,False,222.4,293,121,1489,,2022-12-22T16:00:08.503331Z,43,564,305,0,0,None,0,,209042.jpg,1.9,336,134,0,0,0.0,Skipp,0.1,403,144,False,None,18,1.09,a,18,6,52.0,356,175,43,27825,0,28723,0,0.0,10.0,Skipp,7
0,0,0,0,0,0,0,214225,None,,0,0,0,0,0.0,576,207,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,76,38,0,0,0,0.0,594,208,442,False,0.0,590,209,0,Joined Rennes on loan - Expected back 01 Jul,2022-08-02T11:00:06.051540Z,40,668,192,0,0,None,0,,214225.jpg,0.0,603,210,0,0,0,Rodon,0.0,576,211,False,None,0,0,u,18,6,0.0,539,198,0,0,0,7913,0,0.0,0.0,Rodon,0
2,3,447,100,0,8,0.3,221632,None,,0,0,-1,1,136.2,244,62,None,,1,2,0.0,0.0,0,1.02,0.04,2.52,0.1,1.50,34.11,1.3,0.06,Cristian,0.0,550,231,41,1.56,0,77.3,192,51,443,False,546.2,100,32,2363,,2023-05-20T15:30:10.723852Z,49,246,33,0,0,None,0,,221632.jpg,2.4,247,92,1,0,0.0,Romero,1.4,162,55,False,None,26,0.99,a,18,6,91.0,289,87,66,260094,0,403263,0,0.0,13.5,Romero,9
0,0,176,100,100,1,0.09,227127,None,,0,0,-3,3,137.0,242,146,None,,0,3,0.5,0.0,2,0.37,0.03,0.54,0.05,0.17,13.91,1.25,0.02,Yves,0.0,482,160,20,1.8,0,29.0,375,169,444,False,129.8,363,149,998,,2023-02-09T22:30:08.857394Z,47,320,193,0,0,None,0,,227127.jpg,1.2,462,204,0,0,0.0,Bissouma,0.2,354,123,False,None,10,0.9,a,18,6,24.0,411,199,27,31819,0,75532,0,0.0,5.7,Bissouma,6
2,9,402,100,100,7,0.36,241157,None,,0,0,-2,2,181.6,196,47,None,,2,2,2.0,0.0,2,0.97,0.05,2.58,0.13,1.61,22.24,1.16,0.08,Emerson,0.0,519,226,27,1.41,2,82.1,179,43,445,False,403.6,173,67,1729,,2023-03-27T14:30:09.344495Z,48,288,43,0,0,None,0,,241157.jpg,3.3,121,29,1,0,0.0,Leite de Souza Junior,1.8,144,51,False,None,20,1.04,a,18,6,234.0,162,22,86,996965,0,1039357,0,0.0,17.9,Emerson Royal,2
7,5,310,100,100,8,0.35,445044,3,,0,0,-2,2,639.4,40,33,None,,1,3,2.2,0.0,3,4.76,0.21,7.44,0.33,2.68,30.15,1.32,0.12,Dejan,0.0,758,330,40,1.75,2,156.0,64,45,446,False,410.8,167,68,2062,,2023-01-01T14:00:06.807951Z,78,24,11,0,0,None,0,,445044.jpg,3.2,139,56,0,0,0.0,Kulusevski,3.6,92,29,False,None,23,1.0,a,18,6,514.0,60,37,96,2101231,0,2621193,0,0.0,12.3,Kulusevski,2
0,0,0,0,0,0,0,490145,None,,0,0,0,0,0.0,713,81,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dane,0.0,392,19,0,0,0,0.0,718,82,447,False,0.0,714,81,0,Joined Portsmouth on loan - Expected back 01 Jul,2022-07-28T16:30:04.667999Z,45,423,80,0,0,None,0,,490145.jpg,0.0,724,82,0,0,0,Scarlett,0.0,585,77,False,None,0,0,u,18,6,0.0,698,81,0,0,0,7427,0,0.0,0.0,Scarlett,0
8,6,430,100,100,6,0.26,45034,2,,0,0,-2,2,732.8,28,5,5,,2,2,1.5,0.0,0,5.23,0.22,7.71,0.33,2.48,33.91,1.45,0.11,Ivan,0.0,625,247,44,1.89,1,164.2,54,4,448,False,517.8,110,36,2099,,2023-03-30T15:00:09.557345Z,53,132,14,0,0,None,0,,45034.jpg,2.8,188,65,0,0,0.0,Perišić,14.7,25,8,False,None,23,0.99,a,18,6,394.0,95,4,94,3770314,0,4576522,0,0.0,17.7,Perišić,6
0,0,4,0,0,0,0.0,448791,None,,0,0,-1,1,7.3,456,220,None,,0,3,0.0,0.0,0,0.04,0.9,0.04,0.9,0.00,0.00,0.0,0.0,Harvey,0.0,298,56,0,0.0,0,0.9,516,233,449,False,2.0,522,237,4,Season-long loan to Derby County,2023-01-31T23:18:28.916203Z,44,524,291,0,0,None,0,,448791.jpg,1.0,495,221,0,0,0.0,White,0.3,315,108,False,None,0,0.0,u,18,6,0.0,638,255,1,54478,0,70753,0,0.0,0.2,White,0
1,0,60,100,100,0,0.0,482442,None,,0,0,-3,3,26.8,406,206,None,,0,3,0.2,0.0,4,0.03,0.01,0.09,0.04,0.06,5.80,2.47,0.03,Pape Matar,0.0,192,21,11,4.69,0,8.6,457,209,450,False,55.4,436,189,211,,2023-02-01T09:30:08.676911Z,42,625,331,0,0,None,0,,482442.jpg,1.3,446,196,0,0,0.0,Sarr,0.5,271,89,False,None,2,0.85,a,18,6,4.0,460,223,14,93231,0,113765,0,0.0,3.3,Sarr,1
0,0,0,None,None,0,0,214572,None,,0,0,-1,1,0.0,545,30,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Brandon,0.0,37,18,0,0,0,0.0,565,49,451,False,0.0,561,49,0,,None,39,743,70,0,0,None,0,,214572.jpg,0.0,573,49,0,0,0,Austin,0.3,339,45,False,None,0,0,a,18,6,0.0,505,20,0,17504,0,26561,0,0.0,0.0,Austin,0
0,0,0,100,0,0,0,496179,None,,0,0,-2,2,0.0,642,258,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,240,37,0,0,0,0.0,653,256,452,False,0.0,648,253,0,,2023-05-24T21:30:09.581901Z,43,582,313,0,0,None,0,,496179.jpg,0.0,660,263,0,0,0,Devine,0.1,460,169,False,None,0,0,a,18,6,0.0,615,243,0,8804,0,13584,0,0.0,0.0,Devine,0
0,0,0,0,0,0,0,447235,None,,0,0,0,0,0.0,692,74,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Troy,0.0,362,10,0,0,0,0.0,697,75,453,False,0.0,693,74,0,Joined Preston North End on loan - Expected back 01 Jul,2022-07-25T23:00:04.503977Z,45,393,71,0,0,None,0,,447235.jpg,0.0,703,75,0,0,0,Parrott,0.0,521,70,False,None,0,0,u,18,6,0.0,673,73,0,0,0,10720,0,0.0,0.0,Parrott,0
5,2,165,100,100,3,0.27,212319,None,,0,0,-1,1,221.5,169,23,None,,0,4,2.2,0.0,1,1.46,0.13,4.89,0.44,3.43,14.99,1.36,0.31,Richarlison,0.0,767,87,18,1.63,1,86.3,166,28,454,False,209.8,304,34,995,,2023-03-18T19:00:08.999407Z,84,13,8,0,0,None,0,,212319.jpg,2.0,333,43,0,0,0.0,de Andrade,0.8,218,36,False,None,12,1.09,a,18,6,435.0,81,27,54,222353,0,254806,0,0.0,6.4,Richarlison,3
2,6,387,100,100,5,0.22,171101,None,,0,0,-2,2,136.9,243,61,None,,0,2,1.8,0.0,2,0.78,0.03,1.76,0.07,0.98,28.57,1.27,0.04,Clément,0.0,506,223,35,1.56,0,68.9,225,66,513,False,422.2,156,56,2018,,2023-05-06T20:30:08.438168Z,48,275,40,0,0,None,0,,171101.jpg,2.4,243,91,0,0,0.0,Lenglet,0.3,317,115,False,None,24,1.07,a,18,6,130.0,239,58,63,47872,0,74960,0,0.0,13.1,Lenglet,4
0,0,10,0,0,0,0.0,232859,None,,0,0,-4,4,1.3,482,175,None,,0,2,0.0,0.0,0,0.00,0.0,0.06,1.08,0.06,0.47,8.46,1.08,Djed,0.0,148,87,0,0.0,0,2.2,496,173,522,False,0.2,538,185,5,Season-long loan to Stade Rennais,2023-02-01T12:28:32.472607Z,41,641,182,0,0,None,0,,232859.jpg,1.0,473,166,0,0,0.0,Spence,0.2,381,144,False,None,0,0.0,u,18,6,20.0,419,152,4,14538,0,61488,0,0.0,1.0,Spence,0
1,0,22,0,0,1,0.62,436234,None,,0,0,0,0,27.5,405,205,None,,0,3,0.0,0.0,0,0.08,0.05,0.18,0.11,0.10,0.90,0.55,0.06,Bryan,0.0,585,227,1,0.62,0,8.5,458,210,554,False,30.4,465,206,146,Season-long loan to Sevilla,2023-01-31T23:19:21.822718Z,50,208,116,0,0,None,0,,436234.jpg,2.2,279,108,0,0,0.0,Gil Salvatierra,0.0,598,236,False,None,2,1.23,u,18,6,27.0,405,197,9,8025,0,9883,0,0.0,1.8,Bryan,1
