assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,57,100,100,1,0.4,110504,None,,0,0,-1,1,30.7,400,202,None,,0,3,0.5,0.0,0,0.12,0.05,0.87,0.35,0.75,1.65,0.66,0.3,Bertrand,0.0,533,195,1,0.4,2,19.0,412,183,34,False,82.0,407,175,226,,2022-08-22T19:30:06.057056Z,49,229,130,0,0,None,0,,110504.jpg,2.5,230,87,0,0,0.0,Traoré,0.1,486,182,False,None,1,0.4,a,2,7,79.0,310,155,20,8704,0,23944,0,0.0,4.1,Traoré,1
0,1,62,100,100,1,0.32,111782,None,,0,0,-1,1,0.0,539,27,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,8.56,2.75,0.0,Robin,0.0,30,15,8,2.57,0,8.2,459,31,35,False,83.2,406,31,280,,2022-12-22T11:30:06.990947Z,39,736,67,0,0,None,0,,111782.jpg,2.5,220,29,0,11,3.54,Olsen,1.4,164,24,False,None,2,0.64,a,2,7,0.0,499,17,10,122706,0,170088,0,0.0,2.6,Olsen,0
0,0,6,0,0,0,0.0,122775,None,,0,0,-2,2,0.5,498,241,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.40,3.6,0.0,Morgan,0.0,207,23,1,9.0,0,0.4,527,239,36,False,4.2,513,233,10,Season-long loan to Strasbourg,2023-01-25T09:48:37.040310Z,43,549,299,0,0,None,0,,122775.jpg,1.0,484,214,0,0,0.0,Sanson,0.2,368,128,False,None,0,0.0,u,2,7,0.0,609,240,2,29851,0,48357,0,0.0,0.5,Sanson,0
5,3,354,100,100,10,0.33,122806,2,,0,0,-4,4,353.6,103,76,None,,1,3,1.8,0.0,1,3.33,0.11,5.73,0.19,2.40,37.73,1.26,0.08,John,0.0,603,239,31,1.04,1,108.3,116,76,37,False,382.0,185,76,2692,,2023-01-02T01:30:08.408535Z,51,173,98,0,0,None,0,,122806.jpg,2.6,214,84,0,0,0.0,McGinn,0.6,253,82,False,None,30,1.0,a,2,7,347.0,108,67,90,71067,0,190897,0,0.0,17.6,McGinn,7
0,0,0,0,0,0,0,123354,None,,0,0,-1,1,0.0,649,248,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kortney,0.0,261,150,0,0,0,0.0,658,248,38,False,0.0,653,248,0,Joined Watford on loan - Expected back 01 Jul,2022-08-05T11:30:05.731214Z,44,487,97,0,0,None,0,,123354.jpg,0.0,665,248,0,0,0,Hause,0.0,687,248,False,None,0,0,u,2,7,0.0,624,245,0,89,0,2935,0,0.0,0.0,Hause,0
3,17,617,100,100,12,0.34,149484,None,,0,0,2,-2,88.2,314,99,None,,4,2,1.5,0.0,1,0.95,0.03,1.91,0.06,0.96,47.28,1.35,0.03,Tyrone,0.0,469,215,40,1.14,1,87.8,164,39,39,False,664.4,59,15,3150,,2023-02-12T22:30:09.087745Z,47,307,51,1,0,None,0,,149484.jpg,3.7,81,18,0,0,0.0,Mings,12.5,37,12,False,None,35,1.0,a,2,7,121.0,250,65,130,2097342,0,1363664,0,0.0,27.7,Mings,7
8,25,550,100,100,13,0.37,178301,None,,0,0,-2,2,420.3,79,6,None,,3,4,1.8,0.0,9,2.66,0.08,18.81,0.54,16.15,46.65,1.34,0.46,Ollie,0.0,749,80,40,1.15,15,256.7,15,4,40,False,837.6,21,4,3129,,2023-01-14T08:00:07.885748Z,73,30,15,0,1,1,0,,178301.jpg,4.7,18,6,0,0,0.0,Watkins,12.8,33,6,False,None,36,1.04,a,2,7,1308.0,6,4,175,4129586,0,3125186,0,0.0,24.0,Watkins,4
0,0,0,0,0,0,0,184704,None,,0,0,-2,2,0.0,641,257,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marvelous,0.0,218,28,0,0,0,0.0,652,255,41,False,0.0,647,252,0,Season-long loan to Luton,2023-01-31T23:15:04.679476Z,43,560,304,0,0,None,0,,184704.jpg,0.0,659,262,0,0,0,Nakamba,0.1,438,158,False,None,0,0,u,2,7,0.0,613,242,0,18713,0,31691,0,0.0,0.0,Nakamba,0
3,8,370,None,None,11,0.41,195546,None,,0,0,-3,3,559.9,47,39,None,,0,3,2.0,0.0,1,3.95,0.15,10.27,0.39,6.32,36.65,1.37,0.24,Emiliano,0.0,695,294,34,1.27,5,158.5,61,43,42,False,441.6,143,60,2404,,None,57,83,45,0,0,None,0,,195546.jpg,3.1,146,60,0,0,0.0,Buendía Stati,0.7,220,73,False,None,27,1.01,a,2,7,582.0,50,31,117,274210,0,260297,0,0.0,20.5,Buendía,0
2,3,311,100,100,4,0.2,199796,None,,0,0,-4,4,178.3,201,48,None,,1,2,0.8,0.0,1,0.95,0.05,1.15,0.06,0.20,27.14,1.34,0.01,Matty,0.0,447,208,29,1.44,0,54.9,269,90,43,False,303.0,230,85,1817,,2023-03-25T22:00:08.093504Z,46,333,58,0,0,None,0,,199796.jpg,2.2,274,101,0,0,0.0,Cash,3.1,106,35,False,None,20,0.99,a,2,7,67.0,330,111,57,406341,0,1788226,0,0.0,12.4,Cash,4
0,6,633,100,100,12,0.33,199798,None,,0,0,-1,1,116.2,269,74,None,,0,2,1.8,0.0,2,0.71,0.02,1.79,0.05,1.08,50.67,1.37,0.03,Ezri,0.0,276,162,45,1.22,0,75.7,199,54,44,False,568.4,95,28,3322,,2022-07-05T15:30:04.118376Z,44,502,109,0,0,None,0,,199798.jpg,2.9,168,56,0,0,0.0,Konsa Ngoyo,1.0,188,65,False,None,37,1.0,a,2,7,72.0,319,104,110,214232,0,136598,0,0.0,25.0,Konsa,6
5,6,242,100,100,8,0.37,215711,4,,0,0,-7,7,452.8,70,59,3,,2,3,2.0,0.0,2,4.77,0.22,10.11,0.46,5.34,35.15,1.61,0.24,Leon,0.0,227,31,32,1.47,4,132.8,83,60,45,False,339.6,209,86,1964,,2023-04-08T22:30:07.902543Z,43,569,307,0,0,None,0,,215711.jpg,3.0,152,62,0,0,0.0,Bailey,2.7,117,40,False,None,26,1.19,a,2,7,540.0,57,35,100,1103647,0,2379892,0,0.0,23.3,Bailey,4
7,17,594,100,100,13,0.4,230046,1,,0,0,-2,2,668.6,36,29,1,,2,3,5.5,0.0,7,2.92,0.09,5.71,0.18,2.79,42.80,1.32,0.09,Douglas Luiz,0.0,517,184,35,1.08,6,162.7,57,41,46,False,698.4,49,21,2922,,2023-01-02T01:30:08.503948Z,48,286,171,0,0,None,0,,230046.jpg,3.8,72,32,1,0,0.0,Soares de Paulo,1.0,193,66,False,None,33,1.02,a,2,7,261.0,148,87,142,213403,0,174571,0,0.0,29.6,Douglas Luiz,6
8,13,470,100,100,11,0.38,232653,None,,0,0,-4,4,537.8,53,44,None,,3,3,5.0,0.0,9,2.89,0.1,7.96,0.27,5.07,40.50,1.38,0.17,Jacob,0.0,609,243,33,1.13,6,164.7,53,38,47,False,653.4,64,25,2634,,2022-12-20T01:00:07.011748Z,51,179,102,1,0,None,0,,232653.jpg,3.9,64,28,0,0,0.0,Ramsey,1.5,160,56,False,None,31,1.06,a,2,7,456.0,71,47,135,352106,0,387464,0,0.0,26.5,Ramsey,5
0,0,0,0,0,0,0,490094,None,,0,0,0,0,0.0,712,297,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tim,0.0,391,99,0,0,0,0.0,717,295,49,False,0.0,713,292,0,Season-long loan to QPR,2022-09-02T11:07:08.174211Z,45,422,239,0,0,None,0,,490094.jpg,0.0,723,301,0,0,0,Iroegbunam,0.0,645,259,False,None,0,0,u,2,7,0.0,697,288,0,1334,0,4027,0,0.0,0.0,Iroegbunam,0
0,0,20,100,100,0,0.0,165659,None,,0,0,-3,3,13.2,441,158,None,,0,2,0.2,0.0,0,0.11,0.05,0.47,0.21,0.36,1.92,0.84,0.16,Diego Carlos,0.0,472,216,3,1.32,0,7.0,468,162,50,False,24.8,472,167,205,,2023-05-20T17:30:08.813186Z,47,310,52,0,0,None,0,,165659.jpg,1.3,453,157,0,0,0.0,Santos Silva,0.2,352,129,False,None,2,0.88,a,2,7,32.0,395,143,4,15706,0,103129,0,0.0,0.9,Diego Carlos,0
0,0,0,0,0,0,0,193488,None,,0,0,-2,2,0.0,748,324,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Anwar,0.0,507,178,0,0,0,0.0,753,323,51,False,0.0,752,323,0,Transferred to PSV Eindhoven,2022-09-01T08:52:22.652805Z,48,276,165,0,0,None,0,,193488.jpg,0.0,755,325,0,0,0,El Ghazi,0.0,592,233,False,None,0,0,u,2,7,0.0,741,321,0,2511,0,13417,0,0.0,0.0,El Ghazi,0
0,0,0,0,0,0,0,221239,None,,0,0,-1,1,0.0,772,89,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Keinan,0.0,660,50,0,0,0,0.0,772,89,52,False,0.0,772,89,0,Joined Watford on loan - Expected back 01 Jul,2022-08-05T11:30:05.744996Z,54,127,43,0,0,None,0,,221239.jpg,0.0,772,89,0,0,0,Davis,0.0,570,75,False,None,0,0,u,2,7,0.0,771,89,0,586,0,14028,0,0.0,0.0,Davis,0
1,0,235,100,100,3,0.15,226944,None,,0,0,-2,2,124.7,254,149,None,,0,3,1.0,0.0,2,0.92,0.05,1.07,0.06,0.15,33.05,1.68,0.01,Boubacar,0.0,515,183,30,1.52,0,45.7,303,139,53,False,288.2,242,102,1773,,2023-04-05T09:30:06.857573Z,48,284,170,0,0,None,0,,226944.jpg,1.8,360,150,0,0,0.0,Kamara,0.1,453,167,False,None,21,1.07,a,2,7,43.0,378,185,44,13468,0,25542,0,0.0,9.2,Kamara,4
0,0,13,0,0,0,0.0,433979,None,,0,0,-3,3,2.4,470,65,None,,0,4,0.0,0.0,0,0.01,0.02,0.01,0.02,0.00,0.37,0.77,0.0,Cameron,0.0,182,3,1,2.09,0,0.9,513,67,54,False,1.8,525,66,43,Season-long loan to Middlesbrough,2023-01-09T10:00:09.636178Z,42,615,91,0,0,None,0,,433979.jpg,1.0,478,61,0,0,0.0,Archer,1.7,147,25,False,None,0,0.0,u,2,7,6.0,451,67,6,343635,0,888873,0,0.0,1.4,Archer,0
0,0,0,0,0,0,0,481624,None,,0,0,0,0,0.0,709,294,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jaden,0.0,387,96,0,0,0,0.0,714,292,55,False,0.0,710,289,0,Joined Cardiff City on loan - Expected back 01 Jul,2022-07-28T16:30:04.277181Z,45,418,236,0,0,None,0,,481624.jpg,0.0,720,298,0,0,0,Philogene-Bidace,0.0,751,317,False,None,0,0,u,2,7,0.0,693,285,0,0,0,387,0,0.0,0.0,Philogene-Bidace,0
0,0,0,0,0,0,0,203368,None,,0,0,-1,1,0.0,542,194,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Frédéric,0.0,34,18,0,0,0,0.0,563,195,56,False,0.0,559,196,0,Transferred to RC Strasbourg,2023-01-18T10:30:33.128344Z,39,740,241,0,0,None,0,,203368.jpg,0.0,571,196,0,0,0,Guilbert,0.6,252,90,False,None,0,0,u,2,7,0.0,502,183,0,69713,0,110031,0,0.0,0.0,Guilbert,0
0,0,163,100,100,4,0.4,151589,None,,0,0,-3,3,96.1,302,165,None,,0,3,0.8,0.0,0,0.14,0.01,0.86,0.08,0.72,14.68,1.47,0.07,Leander,0.0,470,151,14,1.4,0,30.6,366,165,479,False,143.4,354,143,897,,2023-03-03T15:30:08.504631Z,47,308,184,0,0,None,0,,151589.jpg,1.5,413,177,0,0,0.0,Dendoncker,0.1,488,183,False,None,9,0.9,a,2,7,64.0,333,166,37,9303,0,20342,0,0.0,7.9,Dendoncker,0
0,0,5,0,0,0,0.0,155561,None,,0,0,-2,2,1.9,473,170,None,,0,2,0.0,0.0,0,0.01,0.01,0.09,0.1,0.08,0.74,0.88,0.09,Ludwig,0.0,211,124,0,0.0,0,4.2,478,166,525,False,5.6,505,178,76,Recalled by Sevilla,2023-01-31T09:21:18.301152Z,43,553,134,0,0,None,0,,155561.jpg,0.7,549,184,0,0,0.0,Augustinsson,0.0,557,204,False,None,1,1.18,u,2,7,35.0,391,141,2,2106,0,7394,0,0.0,0.5,Augustinsson,1
0,0,0,0,0,0,0,537043,None,,0,0,0,0,0.0,624,239,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kaine,0.0,131,77,0,0,0,0.0,641,240,537,False,0.0,636,240,0,Season-long loan to Huddersfield Town,2022-08-12T14:24:07.750145Z,40,723,231,0,0,None,0,,537043.jpg,0.0,649,241,0,0,0,Kesler Hayden,0.0,538,201,False,None,0,0,u,2,7,0.0,590,233,0,1637,0,10688,0,0.0,0.0,Kesler Hayden,0
0,8,388,None,None,9,0.4,18892,None,,0,0,-2,2,223.4,165,36,None,,1,2,1.2,0.0,0,0.78,0.03,1.24,0.05,0.46,31.81,1.41,0.02,Ashley,0.0,194,113,28,1.24,1,68.7,226,67,538,False,380.2,186,72,2031,,None,43,536,123,0,0,None,0,,18892.jpg,3.0,151,45,0,0,0.0,Young,0.8,205,73,False,None,23,1.02,a,2,7,81.0,303,95,87,267878,0,206399,0,0.0,20.2,Young,7
0,0,0,0,0,0,0,515597,None,,0,0,0,0,0.0,617,233,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lamare,0.0,124,71,0,0,0,0.0,634,234,638,False,0.0,630,235,0,Season-long loan to Bristol Rovers,2023-02-01T11:14:29.687932Z,40,716,225,0,0,None,0,,515597.jpg,0.0,643,236,0,0,0,Bogarde,0.0,561,205,False,None,0,0,u,2,7,0.0,583,227,0,6240,0,5560,0,0.0,0.0,Bogarde,0
0,0,0,0,0,0,0,462381,None,,0,0,0,0,0.0,596,60,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,100,49,0,0,0,0.0,614,77,670,False,0.0,610,77,0,Season-long loan to Gateshead,2023-01-25T09:52:02.091357Z,40,692,56,0,0,None,0,,462381.jpg,0.0,623,77,0,0,0,Marschall,0.0,713,77,False,None,0,0,u,2,7,0.0,561,51,0,1138,0,973,0,0.0,0.0,Marschall,0
0,0,0,100,0,0,0,537403,None,,0,0,0,0,0.0,736,315,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kadan,0.0,430,130,0,0,0,0.0,741,313,672,False,0.0,740,313,0,,2023-05-24T21:30:09.756111Z,45,461,270,0,0,None,0,,537403.jpg,0.0,745,317,0,0,0,Young,0.0,701,284,False,None,0,0,a,2,7,0.0,726,310,0,1385,0,1008,0,0.0,0.0,Kadan Young,0
3,5,278,50,0,7,0.48,106468,None,,0,0,0,0,321.1,114,19,None,,1,2,0.0,0.0,0,2.57,0.17,3.16,0.21,0.59,17.83,1.21,0.04,Alexandre,0.0,323,184,10,0.68,0,72.3,216,63,694,False,254.4,269,103,1325,Hamstring injury - 50% chance of playing,2023-05-20T17:30:09.400272Z,45,354,67,0,0,None,0,,106468.jpg,3.8,69,14,0,0,0.0,Moreno Lopera,2.1,129,48,False,None,14,0.95,d,2,7,151.0,219,42,72,459520,0,224855,0,0.0,16.0,Álex Moreno,3
0,0,0,None,None,0,0,248164,None,,0,0,0,0,0.0,582,53,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Viljami,0.0,83,42,0,0,0,0.0,600,70,707,False,0.0,596,70,0,,None,40,675,49,0,0,None,0,,248164.jpg,0.0,609,70,0,0,0,Sinisalo,0.0,650,69,False,None,0,0,a,2,7,0.0,545,44,0,2107,0,1083,0,0.0,0.0,Sinisalo,0
0,0,15,None,None,0,0.0,476344,None,,0,0,0,0,13.4,438,61,None,,0,4,1.0,0.0,0,0.02,0.01,0.61,0.43,0.59,3.88,2.77,0.42,Jhon,0.0,676,56,4,2.86,0,7.4,465,60,711,False,12.8,486,60,126,,None,55,115,41,0,0,None,0,,476344.jpg,0.9,538,69,0,0,0.0,Durán,0.0,623,82,False,None,0,0.0,a,2,7,51.0,359,58,11,5964,0,4424,0,0.0,2.0,Durán,1
0,0,0,None,None,0,0,514287,None,,0,0,0,0,0.0,613,230,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sil,0.0,119,67,0,0,0,0.0,630,231,744,False,0.0,626,232,0,,None,40,711,221,0,0,None,0,,514287.jpg,0.0,639,233,0,0,0,Swinkels,0.0,616,224,False,None,0,0,a,2,7,0.0,579,224,0,2902,0,1716,0,0.0,0.0,Swinkels,0
0,0,0,None,None,0,0,516159,None,,0,0,0,0,0.0,618,65,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Oliwier,0.0,125,54,0,0,0,0.0,635,81,745,False,0.0,631,81,0,,None,40,717,61,0,0,None,0,,516159.jpg,0.0,644,81,0,0,0,Zych,0.0,688,74,False,None,0,0,a,2,7,0.0,584,56,0,1149,0,639,0,0.0,0.0,Zych,0
0,0,0,None,None,0,0,481283,None,,0,0,0,0,0.0,605,62,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,110,51,0,0,0,0.0,623,79,753,False,0.0,619,79,0,,None,40,702,58,0,0,None,0,,481283.jpg,0.0,632,79,0,0,0,Wright,0.0,729,81,False,None,0,0,a,2,7,0.0,570,53,0,464,0,251,0,0.0,0.0,Wright,0
0,0,0,None,None,0,0,479641,None,,0,0,0,0,0.0,603,222,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sebastian,0.0,108,58,0,0,0,0.0,621,223,754,False,0.0,617,224,0,,None,40,700,212,0,0,None,0,,479641.jpg,0.0,630,225,0,0,0,Revan,0.0,682,246,False,None,0,0,a,2,7,0.0,568,215,0,1115,0,615,0,0.0,0.0,Revan,0
0,0,0,None,None,0,0,534836,None,,0,0,0,0,0.0,735,314,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Travis,0.0,428,128,0,0,0,0.0,740,312,755,False,0.0,739,312,0,,None,45,459,268,0,0,None,0,,534836.jpg,0.0,744,316,0,0,0,Patterson,0.0,742,310,False,None,0,0,a,2,7,0.0,725,309,0,379,0,197,0,0.0,0.0,Patterson,0
0,0,0,None,None,0,0,515599,None,,0,0,0,0,0.0,726,307,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tommi,0.0,416,118,0,0,0,0.0,732,306,761,False,0.0,730,305,0,,None,45,447,258,0,0,None,0,,515599.jpg,0.0,736,310,0,0,0,O'Reilly,0.0,756,321,False,None,0,0,a,2,7,0.0,715,301,0,214,0,116,0,0.0,0.0,O'Reilly,0
1,5,400,100,100,7,0.21,54469,None,,0,0,-2,2,276.9,133,25,None,,1,2,0.7,0.0,1,1.57,0.05,2.07,0.07,0.50,54.01,1.65,0.02,Adam,0.0,195,114,58,1.78,0,78.3,188,49,57,False,416.6,161,61,2940,,2023-03-11T21:30:08.400437Z,43,537,124,0,0,None,0,,54469.jpg,2.0,311,113,0,0,0.0,Smith,0.2,366,138,False,None,34,1.04,a,3,91,88.0,291,88,74,66284,0,69055,0,0.0,17.2,Smith,11
0,0,13,100,0,0,0.0,56872,None,,0,0,-2,2,22.9,416,210,None,,0,3,0.0,0.0,0,0.18,0.28,0.22,0.34,0.04,0.69,1.07,0.06,Junior,0.0,492,168,1,1.55,0,3.9,480,215,58,False,10.0,489,218,58,,2023-03-02T00:30:08.588107Z,48,261,155,0,0,2,0,,56872.jpg,1.0,522,243,0,0,0.0,Stanislas,0.0,628,252,False,None,0,0.0,a,3,91,7.0,450,216,4,2196,0,11087,0,0.0,0.8,Stanislas,0
0,0,63,100,0,0,0.0,81012,None,,0,0,-1,1,26.7,407,145,None,,0,2,0.0,0.0,0,0.29,0.05,0.29,0.05,0.00,10.14,1.73,0.0,Ryan,0.0,253,146,11,1.88,0,10.6,450,159,59,False,66.0,425,158,527,,2023-03-31T22:00:09.651924Z,44,479,93,0,0,None,0,,81012.jpg,1.0,489,172,0,0,0.0,Fredericks,0.0,607,222,False,None,5,0.85,a,3,91,12.0,436,159,12,3546,0,6173,0,0.0,2.7,Fredericks,1
0,0,7,100,100,0,0.0,111317,None,,0,0,-2,2,28.8,403,204,None,,0,3,0.0,0.0,1,0.20,0.11,0.53,0.28,0.33,4.40,2.33,0.17,David,0.0,631,258,4,2.12,0,8.7,456,208,60,False,17.6,477,212,170,,2022-08-01T17:30:04.697617Z,53,138,72,0,0,None,0,,111317.jpg,0.8,546,257,0,0,0.0,Brooks,0.0,647,260,False,None,2,1.06,a,3,91,42.0,380,186,5,1987,0,4900,0,0.0,0.9,Brooks,1
0,0,6,0,0,0,0.0,128309,None,,0,0,-3,3,0.3,508,250,None,,0,3,0.0,0.0,0,0.01,0.08,0.01,0.08,0.00,0.62,5.07,0.0,Jamal,0.0,617,250,0,0.0,0,0.1,544,251,61,False,0.2,540,248,11,Season-long loan to Queens Park Rangers,2023-01-12T11:58:52.113522Z,52,160,89,0,0,None,0,,128309.jpg,1.0,530,248,0,0,0.0,Lowe,0.0,613,246,False,None,0,0.0,u,3,91,0.0,762,332,2,1210,0,5475,0,0.0,0.4,Lowe,0
0,3,161,100,100,3,0.21,128340,None,,0,0,-6,6,100.1,297,44,None,,1,4,0.3,0.0,1,0.50,0.04,4.68,0.34,4.18,25.51,1.81,0.3,Kieffer,0.0,534,34,34,2.41,4,59.5,253,41,62,False,219.4,295,32,1269,,2023-04-30T20:30:07.156816Z,49,230,61,0,0,None,0,,128340.jpg,2.1,294,39,0,0,0.0,Moore,0.7,223,38,False,None,12,0.85,a,3,91,280.0,137,41,57,437532,0,435696,0,0.0,11.6,Moore,1
0,0,3,0,0,0,0.0,133845,None,,0,0,-3,3,0.0,745,321,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.28,3.15,0.0,Emiliano,0.0,468,150,1,11.25,0,0.1,543,250,63,False,1.2,527,240,8,Season-long loan to FC Nordsjaelland,2023-01-13T09:22:17.710619Z,47,306,183,0,0,None,0,,133845.jpg,1.0,519,240,0,0,0.0,Marcondes,0.0,653,261,False,None,0,0.0,u,3,91,0.0,737,317,1,1011,0,2647,0,0.0,0.2,Marcondes,0
0,5,500,100,100,7,0.19,152551,None,,0,0,-3,3,296.4,126,91,None,,2,3,4.5,0.0,2,3.00,0.08,5.58,0.15,2.58,60.57,1.68,0.07,Jefferson,0.0,471,152,67,1.85,5,122.7,97,66,64,False,619.2,74,32,3252,,2023-03-21T23:30:07.515286Z,47,309,185,1,0,None,0,,152551.jpg,2.7,197,76,0,0,0.0,Lerma Solís,0.5,277,90,False,None,37,1.02,a,3,91,312.0,119,76,101,150223,0,167843,0,0.0,21.5,Lerma,7
0,0,36,None,None,0,0.0,154131,None,,0,0,-3,3,8.6,454,161,None,,0,2,-0.3,0.0,0,0.03,0.01,0.12,0.04,0.09,6.14,1.89,0.03,Jack,0.0,164,97,10,3.07,0,6.0,472,163,65,False,44.2,453,162,293,,None,42,597,159,0,0,None,0,,154131.jpg,0.6,550,185,0,0,0.0,Stacey,0.0,542,202,False,None,3,0.92,a,3,91,8.0,445,164,6,2967,0,6401,0,0.0,1.4,Stacey,2
10,14,339,100,100,8,0.25,154566,None,,0,0,-4,4,282.1,131,15,None,,3,4,3.0,0.0,1,2.30,0.07,11.39,0.36,9.09,51.51,1.62,0.29,Dominic,0.0,681,59,52,1.63,6,185.7,42,11,66,False,528.8,107,10,2865,,2023-01-14T22:00:08.130052Z,56,92,34,0,0,1,0,,154566.jpg,3.9,67,11,0,0,0.0,Solanke,3.6,94,14,False,None,32,1.01,a,3,91,1053.0,13,8,130,2006010,0,1751916,0,0.0,23.2,Solanke,2
2,1,280,100,100,3,0.16,155408,None,,0,0,-1,1,352.5,104,77,None,,0,3,0.5,0.0,0,2.30,0.12,2.54,0.13,0.24,32.09,1.69,0.01,Lewis,0.0,537,198,39,2.05,0,71.2,219,108,67,False,313.0,220,93,1712,,2023-01-14T22:00:08.347531Z,49,233,133,0,0,None,0,,155408.jpg,1.8,362,152,0,0,0.0,Cook,0.1,504,195,False,None,18,0.95,a,3,91,45.0,375,183,51,11655,0,14863,0,0.0,10.4,Cook,4
0,0,32,0,0,1,0.32,156687,None,,0,0,-1,1,6.4,457,221,None,,0,3,0.0,0.0,0,0.02,0.01,0.07,0.03,0.05,5.92,1.89,0.02,Ben,0.0,263,45,10,3.19,0,3.7,483,216,68,False,21.0,474,211,282,Season-long loan to Stoke City,2023-02-01T11:15:54.184568Z,44,489,280,0,0,None,0,,156687.jpg,1.3,449,198,0,0,0.0,Pearson,0.1,422,151,False,None,3,0.96,u,3,91,9.0,442,214,9,53031,0,71782,0,0.0,2.0,Pearson,1
2,2,225,None,None,3,0.15,158499,None,,0,0,-2,2,423.5,76,62,None,,0,3,2.0,0.0,2,2.07,0.1,4.96,0.24,2.89,30.87,1.52,0.14,Ryan,0.0,637,262,35,1.73,1,111.1,111,73,69,False,284.2,247,104,1825,,None,53,144,76,0,0,None,0,,158499.jpg,2.0,332,133,0,0,0.0,Christie,0.1,505,196,False,None,22,1.08,a,3,91,402.0,92,60,64,8856,0,12897,0,0.0,12.1,Christie,2
2,14,475,100,75,9,0.29,168991,5,,0,0,-5,5,401.1,86,68,1,,1,3,1.1,0.0,2,2.56,0.08,7.16,0.23,4.60,49.46,1.61,0.15,Philip,0.0,569,219,54,1.76,7,148.4,69,49,70,False,637.4,69,29,2766,,2023-05-20T18:00:08.387604Z,50,192,108,0,0,None,0,,168991.jpg,3.5,106,45,0,0,0.0,Billing,0.9,200,68,False,None,34,1.11,a,3,91,445.0,75,49,126,557651,0,489100,0,0.0,25.2,Billing,5
0,6,369,100,100,5,0.2,223911,None,,0,0,-2,2,54.4,367,126,None,,0,2,-0.3,0.0,0,0.55,0.02,1.51,0.06,0.96,42.46,1.74,0.04,Chris,0.0,230,136,52,2.13,0,74.4,205,58,71,False,556.4,97,29,2197,,2022-12-30T14:30:07.485485Z,43,572,146,2,0,None,0,,223911.jpg,1.7,373,132,0,0,0.0,Mepham,0.1,442,165,False,None,24,0.98,a,3,91,134.0,235,55,43,32036,0,36628,0,0.0,10.0,Mepham,7
